CVE,InitialVersion,FinalVersion,"['reportedDate', 'fixDate', 'component', 'versions']"
CVE-2010-3179,1.0,3.6.10,"[[datetime.datetime(2010, 7, 29, 14, 5), datetime.datetime(2010, 8, 26, 3, 11), u'Security', []]]"
CVE-2010-3178,1.0,3.6.10,"[[datetime.datetime(2010, 7, 2, 13, 8), datetime.datetime(2010, 9, 29, 15, 25), u'DOM: Core & HTML', []]]"
CVE-2010-3177,1.0,3.6.10,"[[datetime.datetime(2010, 4, 2, 4, 31), datetime.datetime(2010, 9, 14, 11, 6), u'Networking', []]]"
CVE-2010-3176,3.5,3.6.10,"[[datetime.datetime(2010, 7, 19, 19, 54), datetime.datetime(2010, 8, 3, 11, 44), u'Editor', []], [datetime.datetime(2010, 9, 9, 7, 5), datetime.datetime(2010, 9, 9, 7, 5), u'DOM: Events', []], [datetime.datetime(2010, 8, 2, 19, 25), datetime.datetime(2010, 8, 3, 6, 47), u'XUL', []], [datetime.datetime(2009, 8, 7, 11, 18), datetime.datetime(2010, 9, 27, 16, 15), u'JavaScript Engine', []], [datetime.datetime(2010, 5, 26, 12, 19), datetime.datetime(2010, 10, 6, 3, 0), u'JavaScript Engine', []], [datetime.datetime(2010, 5, 25, 14, 24), datetime.datetime(2010, 10, 6, 2, 59), u'JavaScript Engine', []], [datetime.datetime(2010, 5, 15, 10, 2), datetime.datetime(2010, 10, 6, 2, 57), u'JavaScript Engine', []], [datetime.datetime(2010, 4, 14, 8, 50), datetime.datetime(2010, 6, 27, 19, 18), u'Audio/Video', []]]"
CVE-2010-3175,3.6,3.6.10,"[[datetime.datetime(2010, 8, 24, 13, 44), datetime.datetime(2010, 8, 31, 19, 52), u'SVG', []], [datetime.datetime(2010, 3, 24, 9, 54), datetime.datetime(2010, 4, 8, 16, 2), u'JavaScript Engine', []], [datetime.datetime(2010, 8, 24, 7, 20), datetime.datetime(2010, 9, 14, 12, 22), u'ImageLib', []]]"
CVE-2010-3174,3.5,3.5.13,"[[datetime.datetime(2009, 2, 2, 16, 15), datetime.datetime(2010, 9, 23, 14, 34), u'MathML', []]]"
CVE-2010-3173,1.0,3.6.10,"[[datetime.datetime(2010, 8, 13, 17, 23), datetime.datetime(2010, 8, 27, 18, 58), u'Libraries', []], [datetime.datetime(2010, 9, 10, 12, 53), datetime.datetime(2010, 9, 28, 17, 50), u'Security: PSM', []], [datetime.datetime(2010, 7, 30, 13, 43), datetime.datetime(2010, 8, 12, 6, 43), u'Security: PSM', []], [datetime.datetime(2010, 3, 23, 9, 53), datetime.datetime(2010, 3, 28, 0, 46), u'Libraries', []]]"
CVE-2010-3171,3.5.10,4.0,"[[datetime.datetime(2010, 7, 8, 10, 13), datetime.datetime(2010, 7, 8, 12, 25), u'JavaScript Engine', []]]"
CVE-2010-3170,1.0,3.6.10,"[[datetime.datetime(2010, 7, 14, 10, 0), datetime.datetime(2010, 7, 14, 18, 47), u'Libraries', []]]"
CVE-2010-3169,1.0,3.6.8,"[[datetime.datetime(2009, 12, 3, 12, 49), datetime.datetime(2010, 4, 27, 15, 54), u'DOM: Core & HTML', []], [datetime.datetime(2010, 7, 30, 5, 59), datetime.datetime(2010, 7, 30, 6, 16), u'DOM', []], [datetime.datetime(2010, 8, 4, 7, 21), datetime.datetime(2010, 8, 4, 15, 15), u'Layout: Text', []], [datetime.datetime(2010, 7, 25, 2, 48), datetime.datetime(2010, 7, 25, 13, 52), u'JavaScript Engine', []], [datetime.datetime(2010, 6, 15, 15, 56), datetime.datetime(2010, 9, 3, 9, 45), u'JavaScript Engine', []], [datetime.datetime(2010, 5, 27, 5, 51), datetime.datetime(2010, 9, 3, 9, 55), u'JavaScript Engine', []], [datetime.datetime(2010, 5, 7, 10, 24), datetime.datetime(2010, 5, 21, 14, 55), u'Editor', []]]"
CVE-2010-3168,1.0,3.6.8,"[[datetime.datetime(2010, 6, 30, 13, 22), datetime.datetime(2010, 8, 26, 3, 22), u'XUL', []]]"
CVE-2010-3167,1.0,3.6.8,"[[datetime.datetime(2010, 6, 30, 13, 13), datetime.datetime(2010, 7, 29, 3, 17), u'XUL', []]]"
CVE-2010-3166,1.0,3.6.8,"[[datetime.datetime(2010, 7, 17, 9, 1), datetime.datetime(2010, 7, 26, 9, 5), u'Layout', []]]"
CVE-2010-3131,1.0,3.6.8,"[[datetime.datetime(2010, 7, 16, 18, 29), datetime.datetime(2010, 8, 14, 9, 26), u'Widget: Win32', []]]"
CVE-2010-2770,0.1,3.6.8,"[[datetime.datetime(2010, 7, 31, 16, 13), datetime.datetime(2010, 8, 13, 0, 39), u'Graphics', []]]"
CVE-2010-2769,1.0,3.6.8,"[[datetime.datetime(2009, 10, 2, 9, 28), datetime.datetime(2010, 7, 27, 17, 1), u'Editor', []]]"
CVE-2010-2768,1.0,3.6.8,"[[datetime.datetime(2010, 7, 18, 9, 39), datetime.datetime(2010, 8, 26, 3, 20), u'DOM: Core & HTML', []]]"
CVE-2010-2767,1.0,3.6.8,"[[datetime.datetime(2010, 8, 4, 14, 43), datetime.datetime(2010, 8, 4, 17, 49), u'DOM', []]]"
CVE-2010-2766,1.0,3.6.8,"[[datetime.datetime(2010, 7, 20, 16, 50), datetime.datetime(2010, 7, 20, 16, 59), u'DOM', []]]"
CVE-2010-2765,1.0,3.6.8,"[[datetime.datetime(2010, 7, 1, 22, 0), datetime.datetime(2010, 8, 12, 19, 54), u'DOM', []]]"
CVE-2010-2764,1.0,3.6.8,"[[datetime.datetime(2010, 3, 12, 15, 11), datetime.datetime(2010, 3, 12, 16, 16), u'DOM', []]]"
CVE-2010-2763,1.0,3.5.11,"[[datetime.datetime(2010, 8, 7, 4, 14), datetime.datetime(2010, 8, 10, 19, 22), u'Security', []]]"
CVE-2010-2762,3.6,3.6.8,"[[datetime.datetime(2010, 8, 3, 13, 53), datetime.datetime(2010, 8, 12, 16, 15), u'XPConnect', []]]"
CVE-2010-2760,1.0,3.6.8,"[[datetime.datetime(2010, 8, 9, 17, 5), datetime.datetime(2010, 8, 11, 4, 0), u'XUL', []]]"
CVE-2010-2755,3.6.7,3.6.7,"[[datetime.datetime(2010, 6, 29, 16, 50), datetime.datetime(2010, 7, 22, 13, 1), u'Plug-ins', []]]"
CVE-2010-2754,3.5.1,3.6.6,"[[datetime.datetime(2010, 5, 27, 10, 55), datetime.datetime(2010, 6, 8, 22, 12), u'DOM', []]]"
CVE-2010-2753,3.5.1,3.6.6,"[[datetime.datetime(2010, 6, 9, 15, 12), datetime.datetime(2010, 6, 16, 5, 35), u'XUL', []]]"
CVE-2010-2752,3.5.1,3.6.6,"[[datetime.datetime(2010, 6, 23, 11, 28), datetime.datetime(2010, 6, 24, 16, 28), u'CSS Parsing and Computation', []]]"
CVE-2010-2751,3.5.1,3.6.6,"[[datetime.datetime(2009, 12, 22, 14, 28), datetime.datetime(2010, 5, 11, 9, 4), u'Security: UI', []]]"
CVE-2010-2117,3.0.19,3.6,[]
CVE-2010-1990,3.0,3.6.3,[]
CVE-2010-1988,3.6.3,3.6.3,[]
CVE-2010-1987,3.6.3,3.6.3,[]
CVE-2010-1986,3.6.3,3.6.3,[]
CVE-2010-1585,1.0,3.6.13,"[[datetime.datetime(2010, 4, 28, 19, 39), datetime.datetime(2010, 12, 21, 17, 10), u'DOM', []]]"
CVE-2010-1215,3.6.1,3.6.6,"[[datetime.datetime(2010, 5, 20, 1, 57), datetime.datetime(2010, 6, 29, 18, 22), u'Security', []]]"
CVE-2010-1214,3.5.1,3.6.6,"[[datetime.datetime(2010, 6, 18, 0, 27), datetime.datetime(2010, 6, 22, 12, 59), u'Plug-ins', []]]"
CVE-2010-1213,3.5.1,3.6.6,"[[datetime.datetime(2010, 5, 25, 20, 3), datetime.datetime(2010, 5, 27, 14, 25), u'JavaScript Engine', []]]"
CVE-2010-1212,3.6.1,3.6.6,"[[datetime.datetime(2010, 5, 28, 9, 32), datetime.datetime(2010, 6, 30, 14, 21), u'JavaScript Engine', []], [datetime.datetime(2009, 11, 24, 17, 44), datetime.datetime(2010, 4, 15, 18, 52), u'JavaScript Engine', []], [datetime.datetime(2010, 4, 10, 21, 13), datetime.datetime(2010, 4, 21, 0, 58), u'JavaScript Engine', []]]"
CVE-2010-1211,3.5.1,3.6.6,"[[datetime.datetime(2010, 6, 25, 11, 50), datetime.datetime(2010, 6, 25, 12, 58), u'CSS Parsing and Computation', []], [datetime.datetime(2010, 6, 7, 21, 31), datetime.datetime(2010, 6, 8, 13, 15), u'XPCOM', []], [datetime.datetime(2010, 5, 19, 22, 59), datetime.datetime(2010, 6, 25, 22, 55), u'JavaScript Engine', []], [datetime.datetime(2010, 5, 15, 8, 42), datetime.datetime(2010, 6, 24, 15, 47), u'JavaScript Engine', []], [datetime.datetime(2010, 5, 9, 15, 1), datetime.datetime(2010, 5, 10, 13, 47), u'XUL', []], [datetime.datetime(2010, 4, 24, 2, 13), datetime.datetime(2010, 4, 28, 5, 19), u'JavaScript Engine', []], [datetime.datetime(2009, 7, 31, 21, 53), datetime.datetime(2010, 4, 14, 11, 8), u'Layout: Block and Inline', []], [datetime.datetime(2009, 11, 13, 15, 59), datetime.datetime(2010, 1, 6, 13, 57), u'JavaScript Engine', []], [datetime.datetime(2009, 11, 16, 12, 18), datetime.datetime(2010, 4, 26, 18, 8), u'XBL', []], [datetime.datetime(2009, 12, 18, 20, 7), datetime.datetime(2010, 4, 27, 2, 46), u'DOM', []], [datetime.datetime(2010, 4, 13, 18, 17), datetime.datetime(2010, 5, 18, 15, 57), u'Layout: Block and Inline', []]]"
CVE-2010-1210,0.1,3.6.6,"[[datetime.datetime(2010, 5, 9, 6, 9), datetime.datetime(2010, 5, 10, 1, 49), u'Internationalization', []]]"
CVE-2010-1209,3.5.1,3.6.6,"[[datetime.datetime(2010, 3, 12, 16, 20), datetime.datetime(2010, 4, 9, 17, 8), u'DOM: Core & HTML', []]]"
CVE-2010-1208,3.5.1,3.6.6,"[[datetime.datetime(2010, 6, 18, 0, 33), datetime.datetime(2010, 6, 23, 1, 57), u'DOM', []]]"
CVE-2010-1207,3.6,3.6.6,"[[datetime.datetime(2010, 6, 10, 11, 13), datetime.datetime(2010, 6, 13, 12, 52), u'Canvas: 2D', []]]"
CVE-2010-1206,3.5.1,3.6.6,"[[datetime.datetime(2010, 4, 2, 21, 11), datetime.datetime(2010, 4, 27, 9, 9), u'Security', []]]"
CVE-2010-1203,3.6,3.6.3,"[[datetime.datetime(2010, 2, 17, 2, 43), datetime.datetime(2010, 4, 26, 20, 48), u'JavaScript Engine', []], [datetime.datetime(2010, 4, 7, 16, 25), datetime.datetime(2010, 4, 20, 23, 36), u'JavaScript Engine', []]]"
CVE-2010-1202,3.5,3.6.3,"[[datetime.datetime(2010, 4, 24, 17, 56), datetime.datetime(2010, 4, 25, 0, 12), u'JavaScript Engine', []], [datetime.datetime(2010, 4, 22, 0, 39), datetime.datetime(2010, 4, 22, 12, 35), u'JavaScript Engine', []], [datetime.datetime(2009, 11, 4, 3, 13), datetime.datetime(2010, 4, 29, 5, 43), u'JavaScript Engine', []], [datetime.datetime(2008, 3, 22, 11, 47), datetime.datetime(2010, 3, 14, 14, 7), u'JavaScript Engine', []]]"
CVE-2010-1201,3.5,3.5.9,"[[datetime.datetime(2009, 10, 28, 1, 27), datetime.datetime(2010, 4, 30, 16, 3), u'ImageLib', []]]"
CVE-2010-1200,3.5,3.6.3,"[[datetime.datetime(2010, 3, 11, 3, 23), datetime.datetime(2010, 3, 11, 4, 28), u'Graphics', []], [datetime.datetime(2010, 3, 9, 11, 49), datetime.datetime(2010, 3, 9, 11, 49), u'DOM', []], [datetime.datetime(2009, 12, 14, 16, 51), datetime.datetime(2010, 3, 23, 14, 48), u'Layout', []], [datetime.datetime(2009, 8, 11, 15, 35), datetime.datetime(2010, 4, 7, 7, 10), u'Layout', []], [datetime.datetime(2009, 11, 25, 15, 21), datetime.datetime(2010, 3, 16, 14, 25), u'DOM: Events', []], [datetime.datetime(2010, 3, 21, 14, 2), datetime.datetime(2010, 4, 28, 16, 3), u'Canvas: 2D', []], [datetime.datetime(2009, 3, 23, 16, 26), datetime.datetime(2010, 3, 15, 15, 25), u'Editor', []]]"
CVE-2010-1199,3.5,3.6.3,"[[datetime.datetime(2010, 3, 22, 23, 32), datetime.datetime(2010, 3, 23, 1, 58), u'XSLT', []]]"
CVE-2010-1198,3.5,3.6.3,"[[datetime.datetime(2009, 12, 1, 17, 8), datetime.datetime(2009, 12, 2, 12, 57), u'Plug-ins', []]]"
CVE-2010-1197,3.5,3.6.3,"[[datetime.datetime(2009, 12, 29, 10, 15), datetime.datetime(2010, 4, 9, 11, 55), u'File Handling', []]]"
CVE-2010-1196,3.5,3.6.3,"[[datetime.datetime(2009, 12, 14, 10, 25), datetime.datetime(2010, 3, 12, 15, 51), u'DOM: Core & HTML', []]]"
CVE-2010-1125,3.0,3.6.3,"[[datetime.datetime(2010, 3, 14, 0, 47), datetime.datetime(2010, 4, 22, 8, 42), u'Event Handling', []]]"
CVE-2010-1122,3.5,3.5.5,"[[datetime.datetime(2010, 3, 13, 13, 41), datetime.datetime(2010, 3, 14, 6, 3), u'Layout: Text', []]]"
CVE-2010-1121,3.6,3.6.2,"[[datetime.datetime(2010, 3, 25, 17, 20), datetime.datetime(2010, 5, 4, 0, 36), u'Security', []]]"
CVE-2010-1028,3.6,3.7,"[[datetime.datetime(2010, 3, 13, 13, 41), datetime.datetime(2010, 3, 14, 6, 3), u'Layout: Text', []]]"
CVE-2010-0654,3.5.1,3.6.6,"[[datetime.datetime(2009, 10, 23, 15, 52), datetime.datetime(2010, 8, 14, 1, 6), u'CSS Parsing and Computation', []]]"
CVE-2010-0648,1.0,3.5.7,[]
CVE-2010-0220,0.1,3.5.6,"[[datetime.datetime(2009, 7, 29, 6, 7), datetime.datetime(2009, 11, 17, 11, 16), u'XPCOM', []]]"
CVE-2010-0183,3.5,3.5.9,"[[datetime.datetime(2010, 4, 4, 23, 59), datetime.datetime(2010, 4, 24, 0, 14), u'Layout', []]]"
CVE-2010-0182,0.1,3.6,"[[datetime.datetime(2009, 4, 30, 1, 32), datetime.datetime(2010, 2, 26, 17, 4), u'XML', []]]"
CVE-2010-0181,0.1,3.6,"[[datetime.datetime(2008, 8, 25, 9, 26), datetime.datetime(2010, 2, 10, 9, 36), u'ImageLib', []]]"
CVE-2010-0179,0.1,3.5.7,"[[datetime.datetime(2009, 7, 13, 21, 45), datetime.datetime(2010, 2, 5, 15, 2), u'Security', []]]"
CVE-2010-0178,0.1,3.6,"[[datetime.datetime(2010, 2, 18, 3, 57), datetime.datetime(2010, 3, 11, 10, 8), u'General', []]]"
CVE-2010-0177,0.1,3.6,"[[datetime.datetime(2010, 1, 6, 17, 5), datetime.datetime(2010, 2, 8, 7, 16), u'Plug-ins', []]]"
CVE-2010-0176,0.1,3.6,"[[datetime.datetime(2010, 1, 6, 16, 53), datetime.datetime(2010, 3, 18, 2, 15), u'XUL', []]]"
CVE-2010-0175,0.1,3.5.7,"[[datetime.datetime(2010, 1, 15, 16, 38), datetime.datetime(2017, 5, 9, 11, 27), u'XUL', []], [datetime.datetime(2007, 3, 29, 19, 52), datetime.datetime(2009, 7, 21, 23, 13), u'XUL', []]]"
CVE-2010-0174,0.1,3.6,"[[datetime.datetime(2010, 2, 16, 14, 59), datetime.datetime(2010, 2, 16, 17, 39), u'Layout: Text', []], [datetime.datetime(2009, 6, 22, 17, 18), datetime.datetime(2010, 2, 16, 14, 55), u'Editor', []]]"
CVE-2010-0173,0.1,3.6,"[[datetime.datetime(2009, 4, 17, 8, 5), datetime.datetime(2010, 3, 8, 11, 42), u'ImageLib', []], [datetime.datetime(2009, 5, 6, 12, 28), datetime.datetime(2009, 5, 6, 15, 3), u'Plug-ins', []], [datetime.datetime(2010, 1, 25, 17, 32), datetime.datetime(2010, 1, 26, 13, 39), u'Layout', []], [datetime.datetime(2009, 6, 22, 18, 58), datetime.datetime(2010, 2, 23, 23, 36), u'Layout', []], [datetime.datetime(2009, 6, 2, 14, 27), datetime.datetime(2010, 1, 27, 2, 27), u'Editor', []]]"
CVE-2010-0172,3.6,3.6,"[[datetime.datetime(2010, 1, 4, 19, 5), datetime.datetime(2010, 1, 6, 20, 13), u'Password Manager', []]]"
CVE-2010-0171,3.0,3.6,"[[datetime.datetime(2009, 11, 27, 2, 1), datetime.datetime(2010, 2, 1, 6, 24), u'Security', []]]"
CVE-2010-0170,3.6,3.6,"[[datetime.datetime(2010, 1, 22, 15, 25), datetime.datetime(2010, 3, 22, 16, 31), u'DOM', []]]"
CVE-2010-0169,3.0,3.6,"[[datetime.datetime(2009, 12, 18, 8, 44), datetime.datetime(2009, 12, 18, 12, 8), u'XUL', []]]"
CVE-2010-0168,3.6,3.6.1,"[[datetime.datetime(2010, 1, 19, 10, 1), datetime.datetime(2010, 1, 20, 10, 31), u'HTML: Parser', []]]"
CVE-2010-0167,3.0,3.6,"[[datetime.datetime(2009, 12, 10, 16, 24), datetime.datetime(2009, 12, 25, 20, 9), u'Layout', []], [datetime.datetime(2009, 12, 17, 12, 49), datetime.datetime(2009, 12, 17, 17, 14), u'Plug-ins', []]]"
CVE-2010-0166,3.6,3.6,"[[datetime.datetime(2010, 1, 5, 17, 54), datetime.datetime(2010, 1, 6, 9, 20), u'Layout: Text', []]]"
CVE-2010-0165,3.6,3.6,"[[datetime.datetime(2010, 1, 28, 12, 56), datetime.datetime(2010, 2, 19, 13, 42), u'JavaScript Engine', []]]"
CVE-2010-0164,3.6,3.6,"[[datetime.datetime(2010, 2, 18, 19, 36), datetime.datetime(2010, 2, 24, 21, 24), u'ImageLib', []]]"
CVE-2010-0162,3.0,3.5.7,"[[datetime.datetime(2008, 9, 16, 1, 59), datetime.datetime(2009, 12, 3, 11, 38), u'DOM', []]]"
CVE-2010-0160,3.0,3.5.7,"[[datetime.datetime(2009, 11, 25, 20, 0), datetime.datetime(2009, 11, 30, 14, 35), u'XPConnect', []], [datetime.datetime(2009, 12, 4, 14, 8), datetime.datetime(2010, 9, 15, 16, 9), u'DOM', []], [datetime.datetime(2009, 12, 10, 14, 11), datetime.datetime(2009, 12, 10, 14, 27), u'DOM', []]]"
CVE-2010-0159,3.0,3.5.7,"[[datetime.datetime(2009, 12, 10, 16, 24), datetime.datetime(2009, 12, 25, 20, 9), u'Layout', []], [datetime.datetime(2009, 11, 12, 12, 48), datetime.datetime(2010, 1, 27, 5, 14), u'XSLT', []], [datetime.datetime(2009, 11, 24, 12, 39), datetime.datetime(2010, 1, 13, 0, 50), u'Layout', []], [datetime.datetime(2009, 11, 11, 21, 1), datetime.datetime(2010, 1, 27, 5, 15), u'Layout', []], [datetime.datetime(2009, 7, 2, 5, 23), datetime.datetime(2009, 11, 16, 20, 39), u'XBL', []], [datetime.datetime(2009, 11, 9, 14, 51), datetime.datetime(2011, 6, 13, 10, 1), u'General', []], [datetime.datetime(2008, 11, 27, 9, 28), datetime.datetime(2009, 11, 19, 21, 23), u'DOM: Events', []]]"
CVE-2009-5017,3.6,3.6,"[[datetime.datetime(2009, 8, 21, 5, 36), datetime.datetime(2009, 10, 2, 13, 43), u'JavaScript Engine', []], [datetime.datetime(2009, 10, 15, 20, 14), datetime.datetime(2009, 10, 18, 20, 22), u'String', []]]"
CVE-2009-4630,,,"[[datetime.datetime(2008, 9, 2, 21, 41), datetime.datetime(2008, 11, 7, 15, 9), u'Networking', []], [datetime.datetime(2009, 5, 9, 8, 35), datetime.datetime(2009, 5, 15, 21, 23), u'Networking', []]]"
CVE-2009-3988,3.0,3.5.7,"[[datetime.datetime(2009, 7, 17, 11, 9), datetime.datetime(2009, 11, 11, 19, 4), u'DOM: Core & HTML', []]]"
CVE-2009-1571,3.0,3.5.7,"[[datetime.datetime(2009, 11, 4, 8, 23), datetime.datetime(2010, 1, 27, 5, 17), u'String', []]]"
